Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2019,"12        ",Female,17,Right-Handed,149,24,138,5,Car,10,0.333,39,Tennis,940,1000,835,835,235,520,21.5,"Right foot",60,65,"Ring finger",June,Summer,No,Yes,"Rice/Noodle dishes",Water,Other,4,7,3,"Yes - other","Text messaging",10,30,2,4,20,9,0,0,15,3,10,1,0,4,"A lot",Other,Pop,Telepathy,Happy,Relative,"International aid"
USA,HI,2011,"9         ",Female,14,Right-Handed,159,22,50,1,Bus,70,0.413,50,Other,1000,1000,1000,,1000,1000,21,"Right foot",70,60,"Index finger",September,Fall,Yes,No,Desserts,Tea,Music,8,9,3,"Yes - other","Text messaging",10,9,30,1,30,7,0.5,10,2,50,50,2,0,1,"A lot","Graduate degree","Punk rock","Freeze time",Healthy,"Musician or singer","Arts, culture, sports"
USA,IL,2015,"12        ",Female,17,Right-Handed,173,23,164,2,Car,15,.338,31,Baseball/Softball,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GU,2014,"9         ",Male,14,Right-Handed,170.2,27.5,172.7,1,Car,10,0.341,48,Cycling,866,668,535,690,535,578,27.5,"Same length",105,101,"Index finger",April,Summer,No,No,Meat,Water,History,6,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,1,5,0,4,6,13,6,7,12,14,3,0,7,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,Teacher,Health
USA,SC,2018,"11        ",Male,18,Ambidextrous,176,26,75,1,Car,45,0.187,17,Basketball,690,690,690,690,480,600,26,"Same length",11,12,"Ring finger",February,Summer,No,No,Meat,Water,History,8,8,6,"Yes - broadband connection","In person",10,20,20,5,20,20,20,30,1,5,5,10,40,10,"A lot","Graduate degree",Other,"Super strength",Rich,Relative,"Wildlife, animals"
USA,NC,2018,"10        ",Female,16,Right-Handed,165.1,22.5,153,2,Bus,20,0.385,31,Other,963,936,973,1000,0,0,23.4,"Left foot",65,70,"Ring finger",April,Spring,Yes,No,Fruit,Water,"Mathematics and statistics",7,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,30,2,1,30,20,0,3,21,2,48,0,25,4,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,Environment
USA,LA,2016,"12        ",Female,17,Left-Handed,166,23,163,1,Car,25,,,Swimming,100,100,300,500,1000,1000,23,"Right foot",75,70,"Index finger",November,Spring,No,No,Meat,Water,"Mathematics and statistics",6,10,5,"Yes - broadband connection","Text messaging",200,400,7,8,15,8,12,1,5,20,15,3,0,4,"A lot","Graduate degree","Punk rock",Fly,Happy,Relative,Health
USA,NJ,2012,"12        ",Female,17,Right-Handed,170,25,173,1,Car,5,0.399,,Tennis,800,800,700,700,950,800,25,"Same length",7,7,"Same length",May,Fall,Yes,No,Soups,Water,"Social studies",7,12,4,"Yes - broadband connection","In person",10,12,7,2,9,17,14,0,4,3,9,8,18,2,"A lot","Graduate degree",Pop,Fly,Happy,Relative,Health
USA,CO,2019,"12        ",Male,17,Right-Handed,174,24,179,1,Car,10,.361,50,"Hockey (Ice)",763,738,781,674,460,920,24,"Same length",80,85,"Ring finger",June,Spring,No,No,Seafood,Tea,"Physical education",8,10,3,"Yes - broadband connection","In person",7,6,10,1,1,2,7,5,10,7,10,0,1,0,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"Wildlife, animals"
USA,NY,2017,"12        ",Male,17,Right-Handed,174,26,173,2,"Rail (Train/Tram/Subway)",25,.0342,39,"Martial Arts",1000,1000,1000,1000,100,100,26,"Same length",100,100,"Same length",February,Winter,No,No,Fruit,Water,History,6,10,6,"No internet connection","In person",30,25,0,1,6,2,0,2,1,1,3,0,8,2,"A lot","High school",Other,Telepathy,Happy,Actor,"Wildlife, animals"
USA,MO,2017,"12        ",Male,17,Right-Handed,176,27,182,1,Car,3,.339,47,Other,420,420,420,420,999,999,27,"Same length",94,95,"Ring finger",May,Winter,Yes,No,Fruit,,Science,6,10,4,"Yes - broadband connection","Internet chat or instant messaging",20,20,5,0,10,3,5,30,5,2,30,0,5,2,"Very little","Undergraduate degree","Rock and roll",Telepathy,Rich,"Business person","International aid"
USA,KS,2016,"12        ",Female,17,Right-Handed,164.8,24.5,165.2,1,Car,10,.57,37,Walking/Hiking,925,500,700,330,100,90,24.3,"Right foot",65,71,"Ring finger",March,Fall,Yes,No,Pizza/Pasta,Water,"Social studies",6.5,9,5,"Yes - other","In person",8,25,2,1,6,105,3,0,2,1,3,4,10,2,Some,"Graduate degree",Other,Fly,Happy,"Community leader or elder","International aid"
USA,MN,2013,"12        ",Female,21,Right-Handed,125,23,157,2,Car,15,1258,14,Walking/Hiking,1000,1000,1000,1000,0,0,,,17,7,"Index finger",December,Fall,No,No,Pizza/Pasta,Water,Other,8,6,2,"Yes - other","Text messaging",5,5,5,0,2,8,0,0,0,0,2,0,4,4,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Healthy,Relative,Health
USA,NE,2017,"11        ",Female,17,Right-Handed,157,21,154,2,Car,5,.38,48,Dancing,200,500,300,400,900,1000,22,"Left foot",80,80,"Same length",November,Summer,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",6,8,2,"Yes - broadband connection","Text messaging",200,200,3,6,8,5,15,2,20,50,20,10,3,5,"A lot","Graduate degree",Country,"Freeze time",Healthy,Relative,Health
USA,CT,2019,"9         ",Female,14,Right-Handed,65,28,65,1,Bus,45,.333,50,Baseball/Softball,529,540,524,583,0,0,27,"Right foot",90,70,"Index finger",July,Fall,No,No,Meat,Water,"Mathematics and statistics",9,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,24,15,1,5,7,5,2,15,16,10,5,15,5,Some,"Graduate degree",Country,"Freeze time",Rich,Relative,Health
USA,OH,2019,"7         ",Male,12,Right-Handed,,,,1,Boat,,,,Basketball,,,,,,,,"Same length",,,,April,Winter,Yes,Yes,Other,"Soft drink (caffeinated)",Music,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2019,"11        ",Female,16,Right-Handed,157,19,157,1,Car,20,.8,51,Swimming,900,900,600,500,500,600,18,"Right foot",6,7,"Same length",November,Fall,Yes,No,Breads/Sandwiches,Water,Other,8,10,5,"Yes - broadband connection","In person",30,40,8,1,7,16,5,10,10,7,2,1,20,,Some,"Graduate degree",Other,Fly,Happy,Relative,Environment
USA,PA,2012,"12        ",Male,18,Right-Handed,71,26,67,1,Car,10,,,Golf,700,800,750,,850,950,26,"Same length",80,80,"Same length",December,Spring,Yes,No,Pizza/Pasta,Water,"Social studies",7,10,4,"Yes - other","Text messaging",6,9,"2 ",.5,4,2,2,5,4,2,10,10,6,4,Some,"Graduate degree","Rap/Hip hop","Freeze time",Healthy,Other,Health
USA,MA,2016,"6         ",Male,12,Right-Handed,159,24,156,1,,5,0.45,80,Soccer,620,176,209,904,127,500,24,"Same length",96,98,"Ring finger",January,Summer,No,No,Meat,Water,Other,9,8,3,"Yes - broadband connection","Text messaging",5,5,10,0,3,7,5,10,0,0,2,7,1,0,None,"Undergraduate degree","Rap/Hip hop","Freeze time",Famous,"Sports person",Health
USA,IN,2015,"12        ",Male,18,Right-Handed,184,26,85,1,Car,15,0.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NM,2013,"12        ",Female,17,Right-Handed,154,210,63,1,Bus,30,57.99,60,Dancing,0,1000,1000,1000,0,1000,210,"Same length",7,5,"Same length",May,Summer,Yes,No,Meat,Water,Art,6,12,5,"Yes - dial-up connection","Cell phone",31,31,8,10,1,5,0,0,1,24,1,9,5,4,Some,Other,Other,Invisibility,Happy,Other,Other
USA,TX,2019,"12        ",Female,16,Right-Handed,156,21,156,1,Car,30,0.773,45,Dancing,1000,1000,1000,1000,500,500,21,"Same length",64,70,"Ring finger",November,Summer,No,No,"Rice/Noodle dishes",Water,Other,7,9,6,"Yes - other","Text messaging",200,200,10,2,2,40,0,0,8,8,30,10,0,7,Some,"Graduate degree",Other,Telepathy,Happy,Relative,"International aid"
USA,DC,2010,"8         ",Male,12,Right-Handed,155,,,2,"Rail (Train/Tram/Subway)",90,,,"Football (American)",,,,,,,,,,,"Index finger",August,Spring,Yes,No,Pizza/Pasta,"Sports drink",,8,6,3,"Yes - other","Text messaging",0,0,9,1,1,1,1,1,3,2,4,2,0,1,Some,"Graduate degree","Rap/Hip hop","Super strength",Rich,"Doctor or nurse","Wildlife, animals"
USA,TX,2019,"12        ",Male,17,Right-Handed,180,25.4,140,2,Car,30,.65,,Basketball,500,300,400,200,400,600,25,"Right foot",76.2,78,"Ring finger",December,Winter,Yes,No,Meat,"Soft drink (caffeinated)",History,7,10,9,"Yes - broadband connection","Internet chat or instant messaging",15,20,20,1,10,30,40,20,3,2,28,8,30,10,Some,"Undergraduate degree","Rock and roll","Freeze time",Healthy,"Sports person","Arts, culture, sports"
USA,CT,2015,"11        ",Male,17,Right-Handed,160,26,154,1,Bus,20,0.32,40,Basketball,588,920,1000,1000,872,1000,26,"Same length",7,5.5,"Index finger",January,Spring,No,No,"No favorite",Juice,"Physical education",6,10,7,"Yes - broadband connection","Text messaging",,,6,2,4,5,8,2,2,0,7,1,0,2,Some,,"Rap/Hip hop",Fly,Happy,Relative,"Arts, culture, sports"
USA,PA,2012,"12        ",Female,,Right-Handed,170,23.5,168,1,Car,7,.358,55,Running/Jogging,100,0,20,0,1000,1000,23.5,"Same length",83,73,"Index finger",December,Fall,No,No,Breads/Sandwiches,Tea,,6,10,5,"Yes - broadband connection","In person",200,200,72,2,0,0,3,4,80,168,10,10,12,0,None,"Graduate degree","Rock and roll",Invisibility,Happy,Friend,"Wildlife, animals"
USA,CA,2013,"12        ",Male,17,Right-Handed,180,29,197,1,Car,10,.576,56,"Martial Arts",500,500,450,450,350,350,30,"Left foot",90,90,"Same length",November,Fall,No,No,"Rice/Noodle dishes",Juice,Science,4,6,5,"Yes - other","Text messaging",800,750,15,0,25,15,16,5,3,10,10,1,4,1,Some,"Graduate degree","Punk rock","Super strength",Happy,Other,"International aid"
USA,MD,2014,"7         ",Female,13,Right-Handed,4,15,5,2,Bus,15,0.597,22,Soccer,1000,1000,1000,1000,0,46515,15,"Same length",4,4,"Same length",June,Summer,No,No,Fruit,Water,"Physical education",,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2014,"12        ",Female,18,Right-Handed,162,23,,1,Car,10,0.929,41,Basketball,,,,,,,23,"Same length",,,,January,Winter,Yes,No,Breads/Sandwiches,Water,Art,8,5,4,"Yes - broadband connection","Text messaging",8,7,2,0,3,2,2,4,4,2,2,2,0,2,Some,"High school","Rhythm and blues (R&B)",Fly,Healthy,"Musician or singer","International aid"
USA,TX,2011,"12        ",Female,18,Right-Handed,158,23,156,1,Car,15,.359,45,Tennis,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2011,"12        ",Female,17,Right-Handed,158,23,159,1,Car,25,.328,30,Basketball,749,749,749,,422,422,22,"Right foot",70,70,"Same length",October,Fall,Yes,No,"No favorite",Water,English,7,9,6,"Yes - broadband connection","Text messaging",10,10,5,1,5,5,0,5,2,2,7,5,15,3,Some,"Graduate degree",Other,Telepathy,Happy,Relative,"Arts, culture, sports"
USA,CT,2015,"12        ",Female,18,Right-Handed,150,"21.5 ",147,1,Car,23,0.349,42,Dancing,650,650,650,650,300,700,21,"Right foot",65,67,"Ring finger",February,Summer,No,Yes,"No favorite",Juice,Music,9,9,3,"No internet connection","Text messaging",25,20,20,0,7,10,6,0,3,1,2,2,0,2,Some,"Graduate degree",Other,Fly,Happy,Other,"Arts, culture, sports"
USA,CA,2017,"12        ",Female,17,Right-Handed,175,20,90,2,Car,15,.469,48,Other,800,500,800,700,500,1000,20,"Same length",48,79,"Ring finger",February,Summer,No,No,"No favorite",Water,History,6,8,5,"Yes - other","Internet chat or instant messaging",20,50,15,5,5,1,9,0,4,7,4,7,16,2,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,"Doctor or nurse",Environment
USA,NC,2017,"12        ",Female,17,Right-Handed,158.8,23.5,165,2,Car,7,.424,62,Running/Jogging,,,,,,,24,"Left foot",80,70,"Index finger",November,Fall,No,No,Seafood,Water,English,7,9,4,"Yes - broadband connection","Text messaging",300,500,10,1,12,7,3,0,3,6,8,0,16,5,"A lot","Graduate degree",Country,"Freeze time",Famous,Other,Environment
USA,TX,2019,"12        ",Female,17,Right-Handed,160,23.5,160,1,Car,12,0.387,37,Other,,,,,,,23.5,"Same length",,,"Ring finger",March,Fall,No,No,Meat,Water,"Physical education",6,9,4,"Yes - other","Text messaging",50,25,2,6,8,10,12,2,4,4,2,2,8,0,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Healthy,"Religious figure",Environment
USA,WI,2013,"8         ",Male,14,Ambidextrous,178,28,171,1,Bus,60,.297,40,Other,1000,750,500,500,250,500,28,"Same length",90,91,"Ring finger",January,Summer,Yes,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",5,4,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,4,20,.5,3,4,2,48,5,2,48,0,16,0,"A lot","Graduate degree",Other,Fly,Rich,"Musician or singer",Other
USA,TX,2013,"12        ",Female,17,Right-Handed,168,22,54,1,Car,15,0.297,55,Running/Jogging,100,100,100,100,100,200,22,"Same length",7,70,"Index finger",June,Spring,No,No,Poultry,Tea,Art,8,10,8,"Yes - broadband connection","Cell phone",0,0,3,1,2,3,3,2,0,0,3,8,12,3,Some,"Some college","Rap/Hip hop",Telepathy,Happy,Friend,Other
USA,OH,2015,"12        ",Female,20,Right-Handed,167.6,20.3,12.7,1,Walk,15,0.712,73,Cycling,700,700,700,800,1000,1000,20.3,"Same length",50,51,"Ring finger",October,Fall,Yes,Yes,Pizza/Pasta,Water,"Social studies",6,8,4,"Yes - other","In person",30,40,50,3,30,20,10,0,11,2,37,3,0,2,"A lot","Graduate degree",Pop,Telepathy,Happy,Friend,"Education/Youth development"
USA,GA,2011,"6         ",Male,11,Right-Handed,142,24,154,1,Bus,45,.468,32,Swimming,1000,1000,1000,,500,500,24,"Right foot",80,80,"Ring finger",October,Winter,Yes,No,Meat,Water,"Mathematics and statistics",10,10,4,"Yes - other","In person",0,0,60,5,360,300,720,180,0,0,60,240,0,60,Some,Other,Pop,Telepathy,Happy,"Business person","Arts, culture, sports"
USA,SC,2016,"11        ",Male,15,Right-Handed,182,32,175,2,Car,12,0.364,40,None,700,500,400,750,1000,1000,32,"Same length",9,8,"Index finger",August,Summer,Yes,No,Meat,"Soft drink (caffeinated)",Music,7,9,3,"Yes - broadband connection","Text messaging",3,3,5,1,5,3,0,10,2,7,15,3,0,1,"A lot","Graduate degree",Techno/Electronic,Fly,Happy,Friend,Health
USA,IN,2017,"12        ",Female,17,Left-Handed,170,30,170,2,Car,12,.539,41,Other,50,10,10,20,50,80,30,"Same length",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SC,2016,"11        ",Male,16,Ambidextrous,185,29,181,1,Car,17,0.33,43,Other,500,500,400,555,1000,1000,29,"Same length",90,80,"Index finger",April,Fall,No,No,Meat,Water,"Social studies",6,9,4,"Yes - other","In person",1,1,20,.5,3,3,31,10,1,.1,10,10,27.5,2,Some,"Undergraduate degree","Rock and roll",Invisibility,Rich,Other,"Wildlife, animals"
USA,CA,2016,"12        ",Female,17,Left-Handed,162.5,,,"2 ",Car,30,".346 ",,Dancing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CO,2016,"7         ",Female,12,Right-Handed,157,23.5,22,2,Bus,29,0.509,128,Swimming,1000,500,900,800,200,1000,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,VT,2015,"11        ",Female,17,Right-Handed,160,21,156,1,Car,7,.603,39,Dancing,294,273,134,503,21,235,21,"Same length",89,95,"Ring finger",May,Summer,Yes,No,Other,Water,English,7,8,5,"Yes - broadband connection","In person",3,1,15,1,5,2,10,0,12,11,12,2,8,5,Some,"Graduate degree",Reggae,Telepathy,Happy,"Musician or singer",Other
USA,PA,2017,"12        ",Male,17,Right-Handed,173,24,137,1,Bus,11,.27,34,Soccer,1000,900,1000,1000,850,1000,23,"Same length",75,75,"Same length",January,Spring,No,No,Poultry,Water,History,5,10,3,"Yes - broadband connection","Text messaging",20,50,15,2,8,10,9,12,1,5,90,1,0,3,Some,"Graduate degree","Rock and roll",Telepathy,Happy,"Coach or club leader",Environment
USA,NC,2014,"7         ",Female,13,Right-Handed,160,25,27,10,Bus,25,0.906,,Dancing,0,0,10,100,5,100,27,"Left foot",10,7,"Index finger",August,Summer,Yes,No,Meat,"Powdered drink","Physical education",3,12,5,"Yes - other","Text messaging",0,1,0,0,3,0,0,90,10,100,10,100,0,90,Some,"Graduate degree","Rap/Hip hop","Super strength",Rich,Relative,"International aid"
USA,IN,2019,"12        ",Female,16,Right-Handed,167,24,146,1,Car,8,.626,39,Dancing,700,700,600,700,600,600,23,"Right foot",7,8,"Ring finger",December,Fall,Yes,No,"Rice/Noodle dishes",Water,History,7,8,3,"Yes - other","In person",20,20,15,3,5,6,8,0,25,20,14,16,32,15,Some,"Undergraduate degree","Rhythm and blues (R&B)",Fly,Happy,"Musician or singer","Education/Youth development"
USA,NE,2012,"12        ",Male,17,Right-Handed,184,27,180,1,Car,12,.484,29,Soccer,400,600,300,700,600,600,27,"Same length",90,90,"Same length",August,Fall,No,No,Meat,Water,"Physical education",7,10,7,"Yes - broadband connection","In person",5,4,15,1,6,8,10,0,1,1,3,15,20,4,Some,"Graduate degree",Country,Telepathy,Healthy,Relative,"Arts, culture, sports"
USA,PA,2010,"12        ",Male,17.3,Right-Handed,177,27,178.5,2,Bicycle,10,.408,43,Cycling,508,508,508,,1000,1000,27,"Same length",70,90,"Ring finger",August,Fall,Yes,Yes,Fruit,Tea,"Mathematics and statistics",7,10,3,"Yes - broadband connection","In person",0,3,68,5,3,0,-0,1,1,0,10,0,10,0,Some,"Graduate degree",Reggae,Telepathy,Rich,"Religious figure",Health
USA,WI,2014,"6         ",Male,12,Right-Handed,,,,1,Car,10,,,"Football (American)",,,,,,,,,,,,July,Fall,No,No,Desserts,Juice,History,9,8,3,"Yes - other","In person",0,0,5,0,2,4,2,10,0,0,6,1,0,1,Some,"Some college",Techno/Electronic,Invisibility,Happy,Friend,Health
USA,MN,2014,"11        ",Female,16,Right-Handed,177.8,20.32,152.4,2,Bus,60,.422,34,Skateboarding/Rollerblading,799,890,700,704,100,400,20.32,"Same length",7.62,8.54,"Ring finger",April,Winter,Yes,No,Pizza/Pasta,Water,Music,5,9,6,"Yes - other","Text messaging",2000,2500,30,5,15,1,0,0,3,91,3,1,12,1,Some,"Graduate degree","Punk rock",Invisibility,Happy,Relative,"Wildlife, animals"
USA,PA,2013,"11        ",Female,17,Right-Handed,164,23,161,1,Car,4,.343,37,Soccer,650,500,50,100,875,950,22,"Right foot",68,68,"Same length",January,Summer,No,No,Poultry,Milk,Science,9,10,4,"Yes - broadband connection","Text messaging",134,177,15,1,24,20,5,0,10,15,15,15,0,2,"A lot","Graduate degree",Country,Fly,Happy,Relative,Health
USA,TN,2018,"6         ",Female,12,Right-Handed,170,30,135,1,Bus,10,530,35,Other,850,750,850,850,350,400,30,"Same length",80,90,"Ring finger",October,Fall,Yes,No,Seafood,Water,"Social studies",8,5,6,"Yes - broadband connection","Text messaging",50,70,80,30,25,30,10,0,0,30,25,25,0,30,"Very little","Some college",Other,"Freeze time",Happy,Relative,Health
USA,NC,2019,"7         ",Male,13,Right-Handed,167,27,160,2,Bus,15,.36,52,Soccer,1000,0,0,1000,1000,1000,26,"Right foot",75,80,"Ring finger",December,Winter,No,No,Salads,Water,"Physical education",9,10,12,"Yes - broadband connection","In person",20,40,6,2,1,8,6,6,3,3,9,2,0,0,"Very little","High school",Pop,"Freeze time",Famous,Relative,Health
USA,MI,2015,"12        ",Female,16,Right-Handed,167.6,20.32,160,2,Car,10,0.45,35,Lacrosse,1000,500,1000,500,250,250,20.2,"Right foot",70,75,"Ring finger",July,Fall,Yes,No,Fruit,,"Mathematics and statistics",8,9,3,"Yes - broadband connection","In person",50,60,1,1,2,10,5,0,0,1,2,2,5,3,Some,"Graduate degree",Pop,Fly,Happy,Relative,Health
USA,SC,2018,"12        ",Female,18,Right-Handed,5'4,24,166.5,1,Bus,30,0.539,39,Other,1000,0,1000,0,1000,1000,24,"Same length",75,80,"Ring finger",September,Summer,No,No,Fruit,"Soft drink (caffeinated)",Other,5,3,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",none,none,8,1,2,4,0,0,2,3,2,1,0,5,"A lot","Graduate degree",Country,Telepathy,Rich,Relative,"International aid"
USA,TX,2013,"5         ",Female,12,Ambidextrous,140,20,105,1,Car,5,0.6,48,Gymnastics,1000,1000,1000,1000,50,500,21,"Left foot",20,20,"Same length",April,Summer,Yes,No,Desserts,Water,"Social studies",11,5,4,"Yes - other","Text messaging",30,20,72,5,5,60,60,10,2,160,150,6,7,12,Some,"Graduate degree",Pop,Telepathy,Famous,"Doctor or nurse","Wildlife, animals"
USA,MA,2016,"8         ",Female,13,Right-Handed,167.6,23,150,2,Bus,15,1.5,40,Dancing,1000,1000,500,300,1000,1000,23,"Same length",7,7,"Same length",July,Summer,No,No,Pizza/Pasta,Juice,English,9,11,4,"Yes - broadband connection","Text messaging",5,5,4,1,2,5,4,1,3,3,3,2,1,2,"Very little","Graduate degree",Country,Fly,Healthy,Friend,Health
USA,FL,2017,"11        ",Male,16,Right-Handed,190.5,24.5,182,1,Car,10,0.311,31,Other,818,332,909,759,433,332,25,"Left foot",78,75,"Index finger",May,Winter,Yes,No,Meat,Water,History,8,12,3,"Yes - broadband connection","Text messaging",0,0,8,1,0,4,0,48,48,24,64,0,0,1,Some,Other,Other,Telepathy,Happy,Other,"Arts, culture, sports"
USA,PA,2012,"5         ",Female,10,Right-Handed,140,20,143,1,Car,22,0.633,54,Soccer,743,1000,550,550,0,780,20,"Same length",75,78,"Ring finger",December,Fall,Yes,No,"No favorite",Juice,Science,,9,4,"Yes - broadband connection",Other,0,0,0,0,8,24,6,0,0,0,2,1,0,0,"Very little","Graduate degree",Pop,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,TX,2017,"12        ",Female,18,Right-Handed,155,23.8,50,1,Car,20,.411,45,Other,476,481,647,209,90,390,24.1,"Left foot",60,70,"Ring finger",July,Fall,No,No,Pizza/Pasta,Water,Music,5,6,3,"Yes - broadband connection","Text messaging",10,14,3,3,7,3,3,0,1,4,1,8,25,5,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,Health
USA,CA,2018,"12        ",Male,17,Left-Handed,178,28,178,2,Car,12,0.294,47,Lacrosse,750,650,700,450,900,950,28,"Same length",97,79,"Index finger",May,Winter,No,No,Meat,Water,"Mathematics and statistics",7,8,4,"Yes - other","In person",100,100,14,2,10,5,18,8,7,2,30,7,0,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Business person","Education/Youth development"
USA,AZ,2011,"11        ",Male,17,Right-Handed,183,25,172,3,Car,15,.344,61,Soccer,800,600,0,,1000,600,25,"Left foot",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2015,"12        ",Female,17,Right-Handed,158,22,152,1,Car,10,.43,49,Running/Jogging,600,600,600,600,500,700,22,"Same length",80,70,"Index finger",April,Fall,Yes,No,Poultry,Water,"Mathematics and statistics",7,8,6,"Yes - broadband connection","Text messaging",50,80,3,3.5,12,3,6,0,14,7,25,7,20,3,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,"Community leader or elder","Education/Youth development"
USA,NC,2014,"8         ",Male,13,Ambidextrous,170,26,176,2,Car,5,74,123,Soccer,840,642,824,1000,1000,1000,25,"Right foot",80,90,"Ring finger",April,Spring,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Social studies",10,8,4,"Yes - broadband connection","Internet chat or instant messaging",80,80,12,1,0,24,24,9,1,1,8,12,0,0,"Very little","Graduate degree",Pop,"Freeze time",Healthy,Politician,"International aid"
USA,MI,2015,"12        ",Female,17,Right-Handed,158,23,156,1,Car,5,0.407,50,Other,1,3,2,4,6,5,25,"Left foot",700,800,"Ring finger",June,Fall,Yes,No,"Rice/Noodle dishes",Water,Science,6,10,6,"Yes - broadband connection","Cell phone",100,100,20,40,60,80,20,10,50,80,5,5,40,3,"A lot","Graduate degree",Country,Telepathy,Happy,Relative,"Wildlife, animals"
USA,CA,2018,"12        ",Male,16,Right-Handed,165,26,160,2,Walk,12,404,48,None,400,400,400,400,400,500,25,"Right foot",75,90,"Ring finger",July,Summer,No,No,Pizza/Pasta,Water,History,7,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,3,4,1,5,6,3,9,4,4,8,2,0,2,"Very little","Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,Relative,"Arts, culture, sports"
USA,VA,2016,"12        ",Female,17,Right-Handed,157,23.5,150,1,Car,6,,,Walking/Hiking,600,500,750,600,450,600,23,"Right foot",,,"Ring finger",November,Fall,No,No,Pizza/Pasta,Water,Art,6,9,7,"Yes - broadband connection","Cell phone",25,15,3,0,3,1,0,0,1,3,3,0,20,3,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,"Musician or singer",Health
USA,MA,2013,"11        ",Female,16,Left-Handed,161,24.5,167,1,"Rail (Train/Tram/Subway)",75,0.267,29,Dancing,979,973,989,984,1000,995,23.5,"Right foot",99,104,"Ring finger",April,Spring,No,No,Other,Juice,English,7,14,5,"Yes - broadband connection","In person",5,5,20,4,20,10,7,0.5,2,15,30,5,0,4,"A lot","Graduate degree",Pop,"Freeze time",Healthy,Friend,Other
USA,SC,2014,"10        ",Female,16,Right-Handed,150,23,144,2,Car,9,.304,37,Dancing,330,450,500,690,999,999,24,"Same length",650,600,"Index finger",August,Summer,Yes,No,Pizza/Pasta,Water,Science,9,7,5,"Yes - broadband connection","Text messaging",50,75,60,10,50,30,10,0,60,50,40,50,0,20,"A lot","Graduate degree","Rap/Hip hop",Invisibility,,"Doctor or nurse","International aid"
USA,TN,2012,"12        ",Female,17,Right-Handed,163,24.8,175,1,Car,5,.297,25,None,449,449,305,647,642,701,25.1,"Left foot",83,95,"Ring finger",October,Fall,Yes,No,Poultry,Juice,"Mathematics and statistics",8,9,2,"Yes - other","Text messaging",50,75,0,3,0,6,0,0,15,51,25,10,28,0,None,"Graduate degree",Gospel,Fly,Healthy,Relative,Health
